Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
GE Foundation,Boston Chinatown Neighborhood Center,50,2014,1 year,Not Specified,Human services,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Not Specified,Cash grants,Not Specified
GE Foundation,Bottom Line,50,2014,1 year,Not Specified,College preparation,Children and youth; Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,Not Specified
GE Foundation,"Theater Offensive, Inc.",50,2014,1 year,Not Specified,Theater,LGBTQ people; Ethnic and racial groups,Not Specified,Cash grants,Not Specified
GE Foundation,"Theater Offensive, Inc.",50,2014,1 year,Not Specified,Theater,LGBTQ people; Ethnic and racial groups,Not Specified,Cash grants,Not Specified
Ort Family Charitable Fund Inc.,Apache Software Foundation,50,2014,1 year,Not Specified,Computer science,American Indians,Information technology,Cash grants,Charity
The Boston Foundation,College Bound Dorchester,50,2014,1 year,Human Services,Human services,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,For general operating/unrestricted support
The Boston Foundation,The Food Project,50,2014,1 year,Human Services,Organic farming,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating/unrestricted support
"The Liberty Mutual Foundation, Inc.",College Bound Dorchester,50,2014,1 year,Not Specified,Human services,Children and youth; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Matching contribution
"The Liberty Mutual Foundation, Inc.",Worcester Youth Center,50,2014,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Matching contribution
The McConnell Family Foundation,Friends of the Paragoncarousel Inc,50,2014,1 year,Not Specified,Historic preservation,Children and youth; Low-income people,Not Specified,Cash grants,Support efforts
"The Pfizer Foundation, Inc.",Kwong Kow Chinese School,50,2014,1 year,Not Specified,Philanthropy,Children and youth; People of East Asian descent; Students,Program support,Cash grants,"Matching gifts program - matches the personal financial contributions of U.S. Based pfizer employees, retirees, and board members to eligible nonprofit charitable organizations."
"The Pfizer Foundation, Inc.","Massachusetts Advocates for Children, Inc.",50,2014,1 year,Not Specified,Philanthropy,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; People with disabilities,Program support,Cash grants,"Matching gifts program - matches the personal financial contributions of U.S. Based pfizer employees, retirees, and board members to eligible nonprofit charitable organizations."
"The Pfizer Foundation, Inc.",Thornton W. Burgess Society,50,2014,1 year,Not Specified,Nonprofits,Children and youth; Indigenous peoples,Program support,Cash grants,"Matching gifts program - matches the personal financial contributions of U.S. Based pfizer employees, retirees, and board members to eligible nonprofit charitable organizations."
VOYA FOUNDATION,"Community Servings, Inc.",50,2014,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Fundraising; Program support,Cash grants; Employee matching gifts,Matching gift
VOYA FOUNDATION,The Trustees of Reservations,50,2014,1 year,Not Specified,Land resources,American Indians,Fundraising,Cash grants; Employee matching gifts,Matching gift
Waterford Group Charitable Foundation,Amherst Committee for A Better Chance,50,2014,1 year,Not Specified,Education services,Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Donation - General Funds
AmazonSmile Foundation,Music and Youth Initiative Inc,48,2014,1 year,Not Specified,Performing arts education,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General support
Justin & Genevieve Wyner Trust,Notre Dame Education Center,44,2014,1 year,Not Specified,Adult literacy,Adolescent girls,Program support,Cash grants,Educational
Justin & Genevieve Wyner Trust,Building Educated Leaders for Life Foundation,44,2014,1 year,Not Specified,Out-of-school learning,Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Educational
AmazonSmile Foundation,Lenny Zakim Fund,40,2014,1 year,Not Specified,Foundations,Children and youth; Adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,General support,Cash grants,General support
AmazonSmile Foundation,Boston City Singers,37,2014,1 year,Not Specified,Community and economic development,Children and youth; Ethnic and racial groups,General support,Cash grants,General support
GE Foundation,Youth Enrichment Services (YES),35,2014,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
The Baruch Fund,Thornton W. Burgess Society,35,2014,1 year,Not Specified,Graduate and professional education,Children and youth; Indigenous peoples,General support,Cash grants,General Use
"The Liberty Mutual Foundation, Inc.","Quincy Asian Resources, Inc.",34,2014,1 year,Not Specified,Immigrant services,People of Asian descent; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Matching contribution
AmazonSmile Foundation,"City Life/Vida Urbana, City Life Vida Urbana (urban Revival Inc)",33,2014,1 year,Not Specified,Community organizing,People of Latin American descent; Low-income people,General support,Cash grants,General support
AmazonSmile Foundation,Camp Haiastan Of The Armenian Youth Federation Inc,33,2014,1 year,Not Specified,Camps,Adolescents,General support,Cash grants,General support
AmazonSmile Foundation,Lets Get Ready,32,2014,1 year,Not Specified,Out-of-school learning,Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
AmazonSmile Foundation,National Association of Asian American Professionals- Boston Chapter,30,2014,1 year,Not Specified,Community and economic development,People of Asian descent,General support,Cash grants,General support
AmazonSmile Foundation,Mass Mentoring Partnership,29,2014,1 year,Not Specified,Youth mentoring,Students,General support,Cash grants,General support
AmazonSmile Foundation,Camp Harbor View Foundation Inc.,27,2014,1 year,Not Specified,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,General support,Cash grants,General support
AmazonSmile Foundation,Action for Boston Community Development,27,2014,1 year,Not Specified,Economic development,Children and youth; Adults; Families; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,General support,Cash grants,General support
Citizens Charitable Foundation,Chelsea Collaborative Inc,27,2014,1 year,Not Specified,Human services,Ethnic and racial groups; Immigrants and migrants; Low-income people,Advocacy,Cash grants,General Charitable
"Bank of America Charitable Foundation, Inc.",New England Historic Geneological Society,25,2014,1 year,Not Specified,Genealogy,People of African descent; Academics,Presentations and productions,Cash grants,Program/operating support
Bartko Family Charitable Foundation,"Community Servings, Inc.",25,2014,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Program support,Cash grants,Nonprofit work
Justin & Genevieve Wyner Trust,"Community Servings, Inc.",25,2014,1 year,Not Specified,Community improvement,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Community & charitable
Citizens Charitable Foundation,"Community Servings, Inc.",25,2014,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,General Charitable
Citizens Charitable Foundation,Minds Matter,25,2014,1 year,Not Specified,Out-of-school learning,Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,General Charitable
GE Foundation,"Artists for Humanity, Inc.",25,2014,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
GE Foundation,"Community Servings, Inc.",25,2014,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Not Specified
GlaxoSmithKline Foundation,CYCLE Kids Inc.,25,2014,1 year,Not Specified,Bicycling and pedestrian-oriented development,Children and youth; Ethnic and racial groups; Health,Not Specified,Cash grants,Not Specified
"The Liberty Mutual Foundation, Inc.",Brockton Area Multi-Services,25,2014,1 year,Not Specified,Human services,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Matching contribution
AmazonSmile Foundation,"Lowell Parks and Conservation Trust, Inc.",24,2014,1 year,Not Specified,Land resources,Age Groups; Ethnic and racial groups,General support,Cash grants,General support
AmazonSmile Foundation,Peer Servants,24,2014,1 year,Not Specified,Youth peer mentoring,Children and youth; Adolescents; Indigenous peoples; Economically disadvantaged people; Low-income people,General support,Cash grants,General support
AmazonSmile Foundation,Greylock ABC Endowment Fund,23,2014,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Students,General support,Cash grants,General support
AmazonSmile Foundation,Effortz Foundation Inc,23,2014,1 year,Not Specified,Education,Children and youth; Indigenous peoples; Economically disadvantaged people; Homeless people; Low-income people; At-risk youth; Students,General support,Cash grants,General support
AmazonSmile Foundation,Institute for Health and Recovery,20,2014,1 year,Not Specified,Addiction services,Infants and toddlers; Women and girls; Ethnic and racial groups; Low-income people; Substance abusers,General support,Cash grants,General support
AmazonSmile Foundation,Enchanted Circle Inc,18,2014,1 year,Not Specified,Theater,Economically disadvantaged people,General support,Cash grants,General support
