Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
The Abbot and Dorothy H. Stevens Foundation,Jumpstart for Young Children,"7,500",2016,1 year,Not Specified,Early childhood education,Children and youth; Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Lawrence & lowell programming
"The Bay and Paul Foundations, Inc.",Wopanaak Language and Cultural Weetyoo Inc,"7,500",2016,1 year,Not Specified,Early childhood education,Children; Students,Program support,Cash grants,Wopanaak montessori school project
The Boston Foundation,Boston Youth Symphony Orchestras,"7,500",2016,1 year,Not Specified,Orchestral music,Children and youth; Adults; Ethnic and racial groups; Students,Not Specified,Cash grants,Not Specified
The Boston Foundation,Bethel African Methodist Episcopal Church,"7,500",2016,1 year,Not Specified,Methodism,People of African descent; Episcopalians and Anglicans; Methodists,Not Specified,Cash grants,Not Specified
"The Fred Harris Daniels Foundation, Inc.",WORCESTER INTERFAITH,"7,500",2016,1 year,Employment,Employment,Adolescents,Program support,Cash grants,"The Jobs for Youth Program is designed to create (a) provide summer and year-round employment for low-income, minority and newcomer youth, and (B) to build a job training and placement pipeline for more challenging, permanent and living wage jobs in which we can place young people."
The Grove Creek Fund,"Epiphany School, Inc.","7,500",2016,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,General
The Lenny Zakim Fund,WORCESTER INTERFAITH,"7,500",2016,1 year,Not Specified,Human rights,Ethnic and racial groups; Low-income people,General support,Cash grants,General operations
The Pitney Bowes Foundation,Boston Scores,"7,500",2016,1 year,Not Specified,Arts and culture,Children,Program support,Cash grants,Leadership in action elementary language arts program
"The Sidman Family Foundation, Inc.","Wide Horizons for Children, Inc.","7,500",2016,1 year,Not Specified,Children's rights,Orphans; Low-income people,Not Specified,Cash grants,Dedicated to the well-being and security of vulnerable and orphaned children worldwide
William E. Schrafft and Bertha E. Schrafft Charitable Trust,Friends of the Children - Boston,"7,500",2016,1 year,Not Specified,Youth mentoring,Economically disadvantaged people,General support,Cash grants,Operating
Cambridge Community Foundation,Young Peoples Project,"7,500",2016,1 year,Not Specified,STEM education,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Program assistance
"Clipper Ship Foundation, Inc.",The Food Project,"7,500",2016,1 year,Not Specified,Food aid,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Program support
"Clipper Ship Foundation, Inc.","MA Coalition for Occupational Safety & Health, Inc.","7,500",2016,1 year,Not Specified,Individual liberties,Ethnic and racial groups; Immigrants and migrants; Working poor,Program support,Cash grants,Program support
"Clipper Ship Foundation, Inc.",St Mary's Women and Children Center,"7,500",2016,1 year,Not Specified,Homeless shelters,Children and youth; Women and girls; Ethnic and racial groups; Homeless people; Low-income people,Program support,Cash grants,Program support
Esther B. Kahn Charitable Foundation,SquashBusters Inc.,"7,500",2016,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,General Operating Support
Fidelity Investments Charitable Gift Fund,Beacon Academy Inc,"7,500",2016,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,American Jewish Committee,"7,500",2016,1 year,Not Specified,Ethnic and racial minority rights,Jewish people,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Cathedral High School Inc,"7,500",2016,1 year,Not Specified,Secondary education,Adolescent boys; People of Latin American descent,General support,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,SquashBusters Inc.,"7,500",2016,1 year,Not Specified,Racquet sports,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,Not Specified
Harris Family Foundation,"GreenLight Fund, Inc.","7,500",2016,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,General support,Cash grants,General operating support
"Mass General Brigham, Inc.",Boston Branch NAACP,"7,500",2016,1 year,Not Specified,Ethnic and racial minority rights,People of African descent,Program support,Cash grants,COMMUNITY BENEFIT PROGRAM
Morgan Stanley Global Impact Funding Trust Inc,Rian Immigrant Center,"7,500",2016,1 year,Not Specified,Immigrant services,Ethnic and racial groups; Immigrants; Low-income people,General support,Cash grants,General support
Pharmaceutical Research and Manufacturers of America,"Wide Horizons for Children, Inc.","7,500",2016,1 year,Not Specified,Ballet,Infants and toddlers; Children; Ethnic and racial groups; Students,General support,Cash grants,General Contribution
Ramsey McCluskey Family Foundation,Indian Hill Music Center,"7,500",2016,1 year,Not Specified,Music,Indigenous peoples,General support,Cash grants,General operating
Ramsey McCluskey Family Foundation,"Artists for Humanity, Inc.","7,500",2016,1 year,Not Specified,Artist's services,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General operating
Ramsey McCluskey Family Foundation,Inquilinos Boricuas en Accion,"7,500",2016,1 year,Not Specified,Economic development,People of Latin American descent; Immigrants and migrants; Low-income people,General support,Cash grants,General operating
Saint-Gobain Corporation Foundation,WORCESTER COMMON GROUND INC,"7,500",2016,1 year,Not Specified,Housing development,Families; Multiracial people; Economically disadvantaged people; Low-income people,Program support,Cash grants,Plant Community
Sam L Cohen Foundation,Lets Get Ready,"7,500",2016,1 month,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Portland Project 2016
The Ashurst Foundation,Dimock Community Health Center,"7,500",2016,1 year,Not Specified,Public affairs,Ethnic and racial groups; Low-income people,Program support,Cash grants,To support org.'S tax-exempt purpose
The Boston Foundation,Hispanic Black Gay Coalition,"7,500",2016,1 year,Not Specified,Not Specified,Not Specified,Not Specified,Cash grants,Not Specified
The Boston Foundation,LATINO STEM ALLIANCE,"7,500",2016,1 year,Not Specified,Education,People of Latin American descent,Program support,Cash grants,Not Specified
The Boston Foundation,Asian Community Development Corporation,"7,500",2016,1 year,Not Specified,Urban development,People of Asian descent,Not Specified,Cash grants,Not Specified
The Boston Foundation,The Center for Teen Empowerment,"7,500",2016,1 year,Not Specified,Youth development,Adolescent girls,Program support,Cash grants,Not Specified
The Boston Foundation,"Massachusetts Center for Native American Awareness, Inc.","7,500",2016,1 year,Not Specified,Ethnic and racial minority rights,American Indians,"Policy, advocacy and systems reform",Cash grants,Not Specified
The Boston Foundation,College Bound Dorchester,"7,500",2016,1 year,Not Specified,Education,Children and youth; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Not Specified
The Boston Foundation,Upham's Corner Community Center,"7,500",2016,1 year,Not Specified,Youth development,Children and youth; Ethnic and racial groups; Low-income people,Program support,Cash grants,Not Specified
The Calamus Foundation,BLACK AND PINK,"7,500",2016,1 year,Not Specified,Human rights,People of African descent; Low-income people,General support,Cash grants,General operations
The CHT Foundation,Chelsea Collaborative Inc,"7,500",2016,1 year,Not Specified,Human services,Ethnic and racial groups; Immigrants and migrants; Low-income people,Program support,Cash grants,5Eneral purpose
"The Hyams Foundation, Inc.",Asian American Resource Workshop Inc,"7,500",2016,1 year,Not Specified,Human services,Low-income people,Conferences and exhibits,Cash grants,Community identified issues
The Lenny Zakim Fund,Brazilian Women's Group Inc,"7,500",2016,1 year,Not Specified,Cultural awareness,Women and girls,General support,Cash grants,General operations
"The People's United Community Foundation, Inc.",Boston Chinatown Neighborhood Center,"7,500",2016,1 year,Not Specified,Youth development,Children and youth,Program support,Cash grants,Youth Center
"The People's United Community Foundation, Inc.",Bottom Line,"7,500",2016,1 year,Not Specified,Education services,Adolescents; Low-income people; Students,Program support,Cash grants,Massachusetts Access and Success Programs
"The Vervane Foundation, Inc.",NUESTRAS RAICES INC,"7,500",2016,1 year,Not Specified,Gardening,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Charitable
The Williams Miller Family Foundation,Beacon Academy Inc,"7,500",2016,1 year,Not Specified,Human rights,LGBTQ people,General support; Research,Cash grants,Unrestricted support of organization's 2haritable objectives/ research/ benefiting those in need
Bradford & Dorothy Church Memorial Fund,"Martha's Vineyard Hospital, Inc.","7,473",2016,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,Unrestricted general support
Bradford & Dorothy Church Memorial Fund,"Martha's Vineyard Hospital, Inc.","7,473",2016,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,Unrestricted general support
Bradford & Dorothy Church Memorial Fund,"Martha's Vineyard Hospital, Inc.","7,473",2016,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,Unrestricted general support
Bradford & Dorothy Church Memorial Fund,"Martha's Vineyard Hospital, Inc.","7,473",2016,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,General support,Cash grants,Unrestricted general support
GE Foundation,"Community Servings, Inc.","7,370",2016,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,Not Specified
"Giarla, Michelson & Carr Charitable Foundation",Roxbury Latin School,"7,333",2016,1 year,Not Specified,Secondary education,People of Latin American descent,Individual development,Cash grants,Annual Fund/Scholarship Fund
National Christian Charitable Foundation Inc,Peer Servants,"7,300",2016,1 year,Not Specified,Human services,Low-income people,Program support,Cash grants,Human services
Schwab Charitable,Unitarian Universalist Urban Ministry (Benevolent Fraternity of Unitarian Church),"7,300",2016,1 year,Not Specified,Interfaith,Children and youth; Women and girls; Ethnic and racial groups; Low-income people; Victims of crime and abuse,Not Specified,Cash grants,Religious
