Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
"Palace Head Foundation, Inc.",United South End Settlements,"2,500",2018,1 year,Not Specified,Human services,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,COMMUNITY & CHARITABLE
Paul & Virginia Cabot Charitable Trust,Brockton Neighborhood Health Center,"2,500",2018,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,General Charitable
Rockland Trust - Peoples Federal Foundation,Steps to Success,"2,500",2018,1 year,Not Specified,Education services,Adolescents; Economically disadvantaged people,Sponsorships,Cash grants,Sponsorship
Savage Family Foundation,"Epiphany School, Inc.","2,500",2018,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,General Charitable
Society of Colonial Wars in the Commonwealth of Massachusetts,National Society of Colonial Dames,"2,500",2018,1 year,Not Specified,Historical activities,Indigenous peoples,General support,Cash grants,General Operating Support
Technology Council Foundation for Future Employees,"GreenLight Fund, Inc.","2,500",2018,1 year,Not Specified,Financial counseling,Low-income people; Working poor,Not Specified,Cash grants,Support of savings and financial coaching programs the empower working families with low incomes
The Boston Foundation,Action for Boston Community Development,"2,500",2018,1 year,Human Services,Economic development,Children and youth; Adults; Families; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people,General support,Cash grants,For general/unrestricted support
The Boston Foundation,United South End Settlements,"2,500",2018,1 year,Human Services,Human services,Ethnic and racial groups; Low-income people,General support,Cash grants,For general/unrestricted support
The Boston Foundation,Origination Cultural Arts Center,"2,500",2018,1 year,"Arts, Culture & Humanities",Ballet,People of African descent,General support,Cash grants,For general/unrestricted support
The Boston Foundation,La Comunidad Inc,"2,500",2018,1 year,Human Services,Immigration law,People of Latin American descent; Immigrants,General support,Cash grants,For general/unrestricted support
The Boston Foundation,AbekaM,"2,500",2018,1 year,Youth Development,Youth development,Children and youth; Families; Ethnic and racial groups; Low-income people; At-risk youth,General support,Cash grants,For general/unrestricted support
The Boston Foundation,"Epiphany School, Inc.","2,500",2018,1 year,Education,Environmental education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,General support,Cash grants,For general/unrestricted support
The Boston Foundation,Urban League of Eastern Massachusetts,"2,500",2018,1 year,Human Services,Human services,People of African descent,General support,Cash grants,For general/unrestricted support
The Boston Foundation,Beacon Academy Inc,"2,500",2018,1 year,Education,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,For general/unrestricted support
The Boston Foundation,Sportsmen's Tennis & Enrichment Center,"2,500",2018,1 year,Youth Development,Youth development,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,For general/unrestricted support
The Charlotte Home,Community Inroads Inc,"2,500",2018,1 year,Not Specified,Cultural awareness,Ethnic and racial groups,Program expansion,Cash grants,Cultural inclusion program expansion
The Chicago Community Trust,Trustees of Phillips Academy,"2,500",2018,1 year,Not Specified,Education,People of African descent,Continuing support,Cash grants,Annual Contribution
The Haiganoosh Mengushian Ajemian Foundation,Tekevan Culteral Association,"2,500",2018,1 year,Not Specified,Cultural awareness,Ethnic and racial groups,General support,Cash grants,General
The Isak and Rose Weinman Foundation Inc.,The Center for Teen Empowerment,"2,500",2018,1 year,Not Specified,Youth organizing,Adolescent girls,General support,Cash grants,General purpose
The James and Veronica Chesterton Family Foundation,The Food Project,"2,500",2018,1 year,Not Specified,Basic and emergency aid,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,UNRESTRICTED GIFT
The JPMorgan Chase Foundation,Bottom Line,"2,500",2018,1 year,Not Specified,College preparation,Children and youth; Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,General support,Cash grants,General operating support
The Raymond John Wean Foundation,Nonprofit Information Networking Association,"2,500",2018,1 year,Not Specified,Nonprofits,Low-income people,Capacity-building and technical assistance; Information and Referral; Program support,Cash grants,2018 Donation - Nonprofit Quarterly
The Richard K. Lubin Family Foundation,United South End Settlements,"2,500",2018,1 year,Not Specified,Human rights,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,To provide support for the needs of the organization.
The William H.G. Fitzgerald Family Foundation,"Epiphany School, Inc.","2,500",2018,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,SUPPORT
"Thomas Anthony Pappas Charitable Foundation, Inc.",United South End Settlements,"2,500",2018,1 year,Not Specified,Human services,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Camo Hale
Vertex Foundation Inc.,"Community Servings, Inc.","2,500",2018,1 year,Not Specified,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support,Cash grants,General Support
Vertex Foundation Inc.,Bottom Line,"2,500",2018,1 year,Not Specified,College preparation,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,General support,Cash grants,General Support
William J. & Lia G. Poorvu Family Foundation,Bottom Line,"2,500",2018,1 year,Not Specified,Public administration,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,Charitable
Agnes M. Lindsay Trust,College Bound Dorchester,"2,500",2018,1 year,Recreational,Out-of-school learning,Children,Camperships,Cash grants,Camperships 2018 - Summer Enrichment Program for disengaged students and serves 50 students (ages 6 -12) at the Up Academy Holland Elementary School in the heart of Dorchester.
Alex J. Ettl Foundation,The Trustees of Reservations,"2,500",2018,1 year,Not Specified,Historical activities,Indigenous peoples; Economically disadvantaged people,Not Specified,Cash grants,SUPPORT
Arcus Foundation,"Theater Offensive, Inc.","2,500",2018,0.08 months,Social Justice,Human rights,LGBTQ people; Ethnic and racial groups,Not Specified,Cash grants,Not Specified
"Bank of America Charitable Foundation, Inc.",United South End Settlements,"2,500",2018,1 year,Not Specified,Human services,Ethnic and racial groups; Low-income people,Program support,Cash grants,Program/operating support
"Bessie Pappas Charitable Foundation, Inc.",Artists for Humanity,"2,500",2018,1 year,Not Specified,Arts services,Ethnic and racial groups,Program support,Cash grants,Youth Arts Enterprise
Black-Brogan Foundation,Neighbor to Neighbor,"2,500",2018,1 year,Not Specified,Not Specified,Ethnic and racial groups,General support,Cash grants,Unrestricted
"Bond Brothers Foundation, Inc.",Cristo Rey Boston High School,"2,500",2018,1 year,Not Specified,Secondary education,Adolescents; Students,Program support,Cash grants,PROGRAMS AND SUPPORT
Cogan Family Foundation,"Tenacity, Inc.","2,500",2018,1 year,Not Specified,Sports,Children and youth; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General Purpose
Community Foundation of North Texas,Trustees of Phillips Academy,"2,500",2018,1 year,EDUCATION,School athletics,People of African descent; Economically disadvantaged people,General support,Cash grants,For operating expenses
Community Foundation of Western Massachusetts,Undoing Racism Organizing Collective,"2,500",2018,1 year,Not Specified,Diversity and intergroup relations,Ethnic and racial groups,Program support,Cash grants,Undoing Racism Organizing Collective
David and Andrea Baum Family Foundation,Trustees of the Reservation,"2,500",2018,1 year,Not Specified,Land resources,Indigenous peoples; Economically disadvantaged people,Land acquisitions,Cash grants,Land preservation
Demoulas Market Basket Foundation,UTEC,"2,500",2018,1 year,Not Specified,Youth development,Adolescents; Young adults; Ethnic and racial groups; Immigrants and migrants; Low-income people,Not Specified,Cash grants,Not Specified
Ella Lyman Cabot Trust Inc.,Unitarian Universalist Urban Ministry (Benevolent Fraternity of Unitarian Church),"2,500",2018,1 year,Not Specified,Interfaith,Children and youth; Women and girls; Ethnic and racial groups; Low-income people; Victims of crime and abuse,Not Specified,Cash grants,DONATION IN HONOR OF HELEN GLIKMAN
Farmington Bank Community Foundation,Common Capital,"2,500",2018,1 year,Community & Economic Development,Economic development,Women and girls; Ethnic and racial groups; Low-income people,Capacity-building and technical assistance,Cash grants,"The Common Capital Business Assistance Program offers comprehensive training and supportive counseling to engage business owners at their specific stage and level of operation. Through providing proven methods of business strategy and tactics we help our clients to gain competitive advantages, increase productivity and achieve sustainable growth. Owners leverage our business assistance program to gain referrals to regional resource partners, access to vetted and proven industry experts as well as our own in house trainings and one on one counseling sessions."
GBL Charitable Foundation,"Community Servings, Inc.","2,500",2018,1 year,Not Specified,Philanthropy,Economically disadvantaged people,Not Specified,Cash grants,Charitable
Harry H. Dow Memorial Legal Assistance Fund,"Lawyers' Committee for Civil Rights Under Law of the Boston Bar Association, Inc.","2,500",2018,1 year,Not Specified,Legal aid,People of Asian descent; Economically disadvantaged people,Public engagement and education; Litigation; Program support,Cash grants,"Grant to support legal literacy campaign, including know your rights training, legal clinics and free legal aid services in asian american communities."
Hartford Foundation for Public Giving,Effortz Foundation Inc,"2,500",2018,1 year,EDUCATION,Elementary and secondary education,Children and youth; Students,Equal access,Cash grants,Not Specified
Highland Street Foundation,Strategies for Youth,"2,500",2018,1 year,Not Specified,Youth organizing,Adolescents; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,For youth programming
Highland Street Foundation,Cape Cod Museum of Natural History,"2,500",2018,1 year,Not Specified,Natural history museums,Ethnic and racial groups,Program support,Cash grants,For arts and culture
Highland Street Foundation,Mass Mentoring Partnership,"2,500",2018,1 year,Not Specified,Out-of-school learning,Children and youth; Family relationships; Ethnic and racial groups; Social and economic status,Technical assistance; Program support,Cash grants,For mentoring
Hoerle Foundation,"Martha's Vineyard Hospital, Inc.","2,500",2018,1 year,Not Specified,Hospital care,Age Groups; Ethnic and racial groups; Social and economic status; Health,Program support,Cash grants,Charitable
"ICE NYSE Foundation, Inc., Inc.",Boston City Singers,"2,500",2018,1 year,Not Specified,Community and economic development,Children and youth; Ethnic and racial groups,General support,Cash grants,General operating support
