Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
The Alchemy Foundation,Beacon Academy Inc,"5,000",2015,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Not Specified,Cash grants,Not Specified
The Banyan Fund,InnerCity Weightlifting,"5,000",2015,1 year,Not Specified,Crime prevention,Low-income people; At-risk youth,General support,Cash grants,General Purpose
The Beveridge Family Foundation,Enchanted Circle Inc,"5,000",2015,1 month,"Arts, Culture, and Humanities",Arts and culture,Children and youth; Ethnic and racial groups; At-risk youth; Students,Not Specified,Cash grants,2015 Qualified Discretionary Distribution
The Boston Foundation,Museum of African American History,"5,000",2015,1 year,"Arts, Culture & Humanities",History museums,People of African descent,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,"Community Servings, Inc.","5,000",2015,1 year,Human Services,Food aid,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Southeast Asian Coalition of Central Massachusetts,"5,000",2015,1 year,Community Improvement & Capacity Buildin,Immigrant services,People of Southeast Asian descent; Low-income people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Freedom House,"5,000",2015,1 year,Education,Education services,LGBTQ people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Camp Harbor View Foundation Inc.,"5,000",2015,1 year,Human Services,Camps,Children and youth; Adolescents; Family relationships; Ethnic and racial groups; Economically disadvantaged people; Low-income people; At-risk youth,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Dimock Community Health Center,"5,000",2015,1 year,Health Care,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Dimock Community Health Center,"5,000",2015,1 year,Health Care,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Dimock Community Health Center,"5,000",2015,1 year,Health Care,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Dimock Community Health Center,"5,000",2015,1 year,Health Care,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Beacon Academy Inc,"5,000",2015,1 year,Education,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Youth Enrichment Services (YES),"5,000",2015,1 year,Human Services,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,Youth Enrichment Services (YES),"5,000",2015,1 year,Human Services,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people,General support,Cash grants,For general operating support or unrestricted support
The Boston Foundation,NAACP,"5,000",2015,1 year,Public & Societal Benefit,Ethnic and racial minority rights,People of African descent,General support,Cash grants,For general operating support or unrestricted support
The Clinton H. & Wilma T. Shattuck Charitable Trust,Brockton Neighborhood Health Center,"5,000",2015,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,General support,Cash grants,General fund
The Day Charitable Trust,"Breakthrough Greater Boston, Inc.","5,000",2015,1 year,Not Specified,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General support
The George F. and Sybil H. Fuller Foundation,Bottom Line,"5,000",2015,1 year,Not Specified,College preparation,Adolescents,Not Specified,Cash grants,Grant
"The Hyams Foundation, Inc.",Bikes Not Bombs,"5,000",2015,1 year,Not Specified,Human rights,Adolescents; Low-income people,Program support,Cash grants,Special Opportunity Fund-other Grants/Racial Justice Policy
"The Hyams Foundation, Inc.",Boston Foundation,"5,000",2015,1 year,Not Specified,Human rights,Low-income people,Program support,Cash grants,Special Opportunity Fund-other Grants/Racial Justice Policy
The Louis Foundation,"Breakthrough Greater Boston, Inc.","5,000",2015,1 year,Not Specified,Middle school education,Children and youth; Preteens; Adolescents; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Charitable
The Michael T. Sherman Foundation,Project Step,"5,000",2015,1 year,Not Specified,Performing arts education,Children and youth; Non-adult children; Ethnic and racial groups; Low-income people; Students,General support,Cash grants,General purpose
"The New England Patriots Charitable Foundation, Inc.",Phoenix Charter Academy,"5,000",2015,1 year,Not Specified,Charter school education,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Education
The Reebok Foundation,Youth Enrichment Services (YES),"5,000",2015,1 year,Not Specified,Philanthropy,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Use in their charitable purposes
"The TJX Foundation, Inc.","African and American Friendship, Inc.","5,000",2015,1 year,Not Specified,Youth organizing,Children and youth; People of African descent; Low-income people; At-risk youth,Not Specified,Cash grants,Not Specified
"The TJX Foundation, Inc.",Youth Enrichment Services (YES),"5,000",2015,1 year,Not Specified,Youth organizing,Children and youth; Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Trefler Foundation,Dimock Community Health Center,"5,000",2015,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Unrestricted charitable gift
Wagner Family Foundation,ALMA del MAR CHARTER SCHOOL,"5,000",2015,1 year,Not Specified,Charter school education,Children and youth; Ethnic and racial groups; Students,Program support,Cash grants,Recogninition of cile hicks
Wells Fargo Foundation,"Community Servings, Inc.","5,000",2015,1 year,Not Specified,Education,Ethnic and racial groups; Low-income people; People with disabilities; People with HIV/AIDS,Not Specified,Cash grants,"Support of community development education, and human services"
"Wunsch Foundation, Inc.",CYCLE Kids Inc.,"5,000",2015,1 year,Not Specified,Human services,Low-income people,Not Specified,Cash grants,Social assistance/poverty
"Arbella Insurance Foundation, Inc.",Bottom Line,"5,000",2015,1 year,Not Specified,Human services,Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,Human Services
"Bessie Pappas Charitable Foundation, Inc.",Boston Childrens Chorus,"5,000",2015,1 year,Not Specified,Performing arts education,Children; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Uppe Choirs Program
Bill & Melinda Gates Foundation,Year Up,"5,000",2015,0.08 months,Not Specified,Job training,Adolescents; Young adults; Ethnic and racial groups; Low-income people; Students,General support; Sponsorships,Cash grants,To provide for general operating support in the form of table sponsorship
"Butters Family Foundation, Inc.",Martha's Vineyard Museum Inc,"5,000",2015,1 year,Not Specified,Museums,Children and youth; Adults; Family relationships; Ethnic and racial groups; Social and economic status,Not Specified,Cash grants,Charitable
Community Foundation of Western Massachusetts,Committee for Northampton AKA David Ruggles Center,"5,000",2015,1 year,Community Imprv.,Community and economic development,Ethnic and racial groups; Economically disadvantaged people,Building and renovations,Cash grants,To pay for the construction and improvements at the Center
Cornell Family Foundation,Trustees of Phillips Academy,"5,000",2015,1 year,Not Specified,School athletics,People of African descent; Economically disadvantaged people,Program support,Cash grants,"Support of pals program, a summer outreach program of phillips academy"
Corning Incorporated Foundation,UTEC,"5,000",2015,1 year,Not Specified,Crime prevention,At-risk youth,Program support,Cash grants,Programs for at-risk youth
Eastern Bank Foundation,Boston Childrens Chorus,"5,000",2015,1 year,Not Specified,Vocal music,Children; Ethnic and racial groups; Low-income people; Students,Not Specified,Cash grants,Exempt purpose
Eastern Bank Foundation,Asian Community Development Corporation,"5,000",2015,1 year,Not Specified,Urban development,Low-income people,Not Specified,Cash grants,Exempt purpose
Esther B. Kahn Charitable Foundation,Boston Youth Symphony Orchestras,"5,000",2015,1 year,Not Specified,Orchestral music,Adolescents,General support,Cash grants,Seneral Operating Support
Fidelity Investments Charitable Gift Fund,Cambridge Community Foundation,"5,000",2015,1 year,Not Specified,Foundations,Family relationships; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Artists and performers,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Beacon Academy Inc,"5,000",2015,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Family Health Center Of Worcester Inc,"5,000",2015,1 year,Not Specified,Health care clinics,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"GreenLight Fund, Inc.","5,000",2015,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Beacon Academy Inc,"5,000",2015,1 year,Not Specified,Elementary and secondary education,Children and youth; Ethnic and racial groups; Economically disadvantaged people; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,"Epiphany School, Inc.","5,000",2015,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Not Specified
Fidelity Investments Charitable Gift Fund,Bottom Line,"5,000",2015,1 year,Not Specified,College preparation,Children and youth; Adolescents; Ethnic and racial groups; Economically disadvantaged people; Students,Not Specified,Cash grants,Not Specified
