Grant Funder Name,Grant Recipient Name,Grant Total Amount,Grant Fiscal Year,Grant Duration,Grant Program Area,Grant Primary Subject,Grant Population Served,Grant Support Strategy,Grant Transaction Type,Grant Description
United Way of Massachusetts Bay and Merrimack Valley,Massachusetts Alliance of Portuguese Speakers (MAPS),"21,291",2019,1 year,Not Specified,Community organizing,LGBTQ people; Ethnic and racial groups; Immigrants and migrants; Immigrants; Victims and oppressed people,Program support,Cash grants,Community Impact
The Bessemer Giving Fund,Nativity School of Worcester,"21,250",2019,1 year,Not Specified,Higher education,Preteen boys; Ethnic and racial groups; Catholics; Low-income people; Students,Scholarships,Cash grants,Scholarship fund
The Boston Foundation,The Trustees of Reservations,"21,111",2019,1 year,Not Specified,Environment,Indigenous peoples,General support,Cash grants,General support
The Boston Foundation,The Trustees of Reservations,"21,111",2019,1 year,Not Specified,Environment,Indigenous peoples,General support,Cash grants,General support
United Way of Greater New Bedford Inc,NorthStar Learning Centers,"21,064",2019,1 year,Not Specified,Children's rights,Children and youth; Ethnic and racial groups; Low-income people,Equal access; Program support,Cash grants,Children and youth
New York Community Trust,"Artists for Humanity, Inc.","21,000",2019,1 year,Not Specified,Arts services,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,For general support
"Philanthropy Massachusetts, Inc.",Upham's Corner Community Center,"20,540",2019,1 year,Not Specified,Internet,Children and youth; Ethnic and racial groups; Low-income people,Program support,Cash grants,For operating and program support.
Cogan Family Foundation,"Epiphany School, Inc.","20,500",2019,1 year,Not Specified,Middle school education,Preteens; Ethnic and racial groups; Protestants; Low-income people; Students,Not Specified,Cash grants,Genera1 Purpose
The Bradburd Family Foundation,Unitarian Universalist Association,"20,500",2019,1 year,Not Specified,Human rights,Gender and sexual identity; Ethnic and racial groups; Religious groups; Immigrants and migrants,"Policy, advocacy and systems reform",Cash grants,Support organization's purpose
Adobe Foundation,Summer Search Boston,"20,000",2019,1 year,Not Specified,Youth mentoring,Adolescents; Ethnic and racial groups; Low-income people; Students,Program support,Cash grants,Summer search boston's group mentoring program
Adobe Foundation,Friends of the Children - Boston,"20,000",2019,1 year,Not Specified,Adult and child mentoring,Children and youth; Ethnic and racial groups; Low-income people; At-risk youth,Program support,Cash grants,"Long-term, profess ional mentoring program for highest-risk youth"
Alnoba Lewis Family Foundation,All Dorchester Sports League,"20,000",2019,1 year,Not Specified,In-patient medical care,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,General
Amelia Peabody Foundation,All Dorchester Sports League,"20,000",2019,1 year,Not Specified,Volleyball,Adolescents; Ethnic and racial groups; Low-income people,General support,Cash grants,Operations
Amelia Peabody Foundation,Our Sisters' School,"20,000",2019,1 year,Not Specified,Elementary and secondary education,Ethnic and racial groups,Program support,Cash grants,Community as Campus - STEAM Program
Amelia Peabody Foundation,Boston Chinatown Neighborhood Center,"20,000",2019,1 year,Not Specified,Youth development,Children and youth; People of East Asian descent; Immigrants and migrants; Immigrants; Low-income people,Program support,Cash grants,BCNC Youth Center
Amelia Peabody Foundation,Sportsmen's Tennis & Enrichment Center,"20,000",2019,1 year,Not Specified,Education,Students,Program support,Cash grants,Learning Center at Sportsmen's
"Amgen Foundation, Inc.",Health Resources in Action,"20,000",2019,1 year,"Cambridge, MA",Job counseling,Children and youth; Students,Program support; Internships,Cash grants,"The LEAH Project is a STEM-focused program that builds a love of science among low-income youth of color and prepares them to pursue STEM education in college and to pursue careers in STEM, a growing field with well-paying jobs where minorities have historically been under-represented. To this end, LEAH provides its high school-aged participants with training, mentoring, and hands-on work experience in STEM. LEAH is seeking support from the Amgen Foundation to support the LEAH Knox Scholars Biomedical Research Track (LKS) which is aligned with the Foundation's science education and community life priorities. In its second year, the LKS track will provide 45 low-income youth of color from Boston, Cambridge, and Everett with paid experiential workforce training opportunities. Rising juniors and seniors are eligible to participate in a five-week intensive biology course at MIT to gain basic lab skills. The following summer, LKS youth will have paid internships in academic or corporate laboratories where they will apply the skills they learned at MIT. Evaluation of the summer 2018 LKS track's first year found that the students gained valuable skills and became inspired to continue pursuing a science career: 21 of the 26 LKS 2018 cohort will be interns in academic or corporate labs for their second summer in the program. By providing experiential learning opportunities, the LKS track addresses the disparities low-income youth of color face in accessing a STEM career."
"Anna B. Stearns Charitable Foundation, Inc.",St Mary's Women and Children Center,"20,000",2019,1 year,Not Specified,Homeless shelters,Children and youth; Women and girls; Ethnic and racial groups; Homeless people; Low-income people,General support,Cash grants,General purposes
Barr Foundation,Sociedad Latina,"20,000",2019,0.5 months,Not Specified,Child welfare,Children and youth; Women and girls; People of Latin American descent; Low-income people; Substance abusers,Program support,Cash grants,"To support Sociedad Latina'S 50TH Anniversary celebration with a $20,000 sponsorship at the Fortaleciendo Familias level. Any tickets associated with the event will be donated back to Sociedad Latina to use at its discretion."
Cabot Family Charitable Trust,Youth Advocacy Foundation Inc,"20,000",2019,1 year,Not Specified,Equal opportunity in education,Children and youth; Ethnic and racial groups,Program support,Cash grants,Exempt purposes
Center for Economic Democracy Inc,Brazilian Women's Group Inc,"20,000",2019,1 year,Not Specified,Leadership development,Women and girls; People of Latin American descent; Immigrants,"Policy, advocacy and systems reform; Program support",Cash grants,Support solidarity economy field leadership efforts based on proposals
Center for Economic Democracy Inc,Black Economic Justice Institute,"20,000",2019,1 year,Not Specified,Leadership development,People of African descent; Low-income people,"Policy, advocacy and systems reform; Program support",Cash grants,Support solidarity economy field leadership efforts based on proposals
Center for Economic Democracy Inc,Alternatives for Community and Environment,"20,000",2019,1 year,Not Specified,Leadership development,Ethnic and racial groups; Low-income people,Equal access,Cash grants,Support solidarity economy field leadership efforts based on proposals
Center for Economic Democracy Inc,"Neighbor to Neighbor Massachusetts Education Fund, Inc.","20,000",2019,1 year,Not Specified,Leadership development,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Support solidarity economy field leadership efforts based on proposals
"Clowes Fund, Inc.","Hyde Square Task Force, Inc.","20,000",2019,1 month,Arts Education,Arts education,Preteens; Adolescents; People of African descent; People of Latin American descent,Program support,Cash grants,Not Specified
"Clowes Fund, Inc.",Sociedad Latina,"20,000",2019,3 months,Workforce Development,Education services,Children and youth; People of Latin American descent; Low-income people; Students,Program support,Cash grants,Not Specified
Community Foundation of Western Massachusetts,Gardening the Community,"20,000",2019,1 year,General Health,Public health,Children and youth; Ethnic and racial groups; Low-income people,Capital and infrastructure; Program support,Cash grants,To better serve customers that frequent the urban farm on Walnut Street in Springfield by making safety upgrades as well as enhancing current amenities.
DCU for Kids,Worcester Youth Center,"20,000",2019,1 year,Not Specified,Youth development,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Charitable
"George P. Bishop Foundation, Inc.",YWCA of Clark County,"20,000",2019,1 year,Not Specified,Women's rights,Women and girls; Ethnic and racial groups,Public engagement and education; Program support,Cash grants,Eltminate racism and empower women
"Greater Worcester Community Foundation, Inc.",Family Health Center Of Worcester Inc,"20,000",2019,1 year,Not Specified,Homeless services,Homeless people,Program support,Cash grants,Healthcare for homeless families
"Greater Worcester Community Foundation, Inc.",African Community Education Program,"20,000",2019,1 year,Not Specified,Child development,Adolescents,Program support,Cash grants,Youth academic & social-emotional programming
"Greater Worcester Community Foundation, Inc.",Worcester Youth Center,"20,000",2019,1 year,Not Specified,Health care clinics,Adolescents; Ethnic and racial groups; Low-income people,Program support,Cash grants,Health and wellness
"Grimes-King Foundation for the Elderly, Inc.",THE CARIBBEAN FOUNDATION OF BOSTON,"20,000",2019,1 year,Not Specified,In-home aid and personal assistance,Seniors; Ethnic and racial groups; Immigrants and migrants; Low-income people; People with disabilities,General support,Cash grants,General purposes
Harrill Family Foundation,Indian Hill Music Center,"20,000",2019,1 year,Not Specified,Music,Indigenous peoples,Program support,Cash grants,Programs
"Island Foundation, Inc.",Coalition For Social Justice Education Fund,"20,000",2019,1 year,Not Specified,Community and economic development,Women and girls; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people; Low-income people; Incarcerated people,Grassroots organizing,Cash grants,New Bedford Anti-poverty/Environmental Grassroots Organizing Project
Islands Fund,Centro Comunitario de Trabajadores,"20,000",2019,1 year,Not Specified,Labor rights,Ethnic and racial groups; Immigrants and migrants; Low-income people,General support,Cash grants,General support
Islands Fund,"Groundwork Lawrence, Inc.","20,000",2019,1 year,Not Specified,Natural resources,Ethnic and racial groups; Low-income people,Not Specified,Cash grants,Groundwork Southcoast's Green Team
Jewish Federation of Cincinnati,"GreenLight Fund, Inc.","20,000",2019,1 year,Not Specified,Urban development,Ethnic and racial groups; Low-income people,General support,Cash grants,General Support
"Josephine and Louise Crane Foundation, Inc.",The Center for Teen Empowerment,"20,000",2019,1 year,Not Specified,Youth organizing,Children and youth; Adolescents; Ethnic and racial groups; Low-income people; At-risk youth,General support,Cash grants,Unrestricted
