Funder Name,City,State,Country,* Value of Grants,Number of Grants,Details
"The F2 Family Foundation, Inc.",Paradise Valley,AZ,United States,"$15,000",2,
The Hideo Sasaki Foundation,Watertown,MA,United States,"$15,000",2,
The James M. and Margaret V. Stine Foundation,Wilmington,DE,United States,"$15,000",2,
The Lodestar Foundation,Phoenix,AZ,United States,"$15,000",2,
The Olsen Foundation,Princeton,NJ,United States,"$15,000",2,
Thomas J. Atkins Memorial Trust Fund,Providence,RI,United States,"$15,000",2,
Tomkins Family Foundation,Sycamore,IL,United States,"$15,000",2,
Warwick Foundation,Northfield,IL,United States,"$15,000",2,
"Zell Family Foundation, Inc.",Boston,MA,United States,"$15,000",2,
Zendesk Neighbor Foundation,San Francisco,CA,United States,"$15,000",2,
"Mccaffrey Family Foundation, Inc.",Redding,CT,United States,"$15,000",1,
Quonochontaug Foundation,Beverly,MA,United States,"$15,000",1,
"Renate, Hans & Maria Hofmann Trust",Chicago,IL,United States,"$15,000",1,
Richard M. Schulze Family Foundation,Minneapolis,MN,United States,"$15,000",1,
Saquish Foundation,Boston,MA,United States,"$15,000",1,
Tarbell Family Foundation,Wilmington,DE,United States,"$15,000",1,
The Afognak Fund,New York City,NY,United States,"$15,000",1,
The Agarwal Foundation,Raleigh,NC,United States,"$15,000",1,
"The Brooke Brown Barzun Philanthropic Foundation, Inc.",Louisville,KY,United States,"$15,000",1,
The Canaday Family Charitable Trust,Providence,RI,United States,"$15,000",1,
The Colburn Foundation,,MA,United States,"$15,000",1,
The Gertrude E. Skelly Charitable Foundation,Boynton Beach,FL,United States,"$15,000",1,
"The Harbor Fund, Inc.",Bethesda,MD,United States,"$15,000",1,
"The John C. & Katherine M. Morris Foundation, Inc.",Stockbridge,MA,United States,"$15,000",1,
The Ralph and Janice James Family Foundation,Swampscott,MA,United States,"$15,000",1,
The Rollin M. Gerstacker Foundation,Midland,MI,United States,"$15,000",1,
The Ruddie Memorial Youth Foundation,Frederick,MD,United States,"$15,000",1,
The Weil Foundation,Tucson,AZ,United States,"$15,000",1,
"William Gundry Broughton Charitable Private Foundation, Inc.",Glenville,NY,United States,"$15,000",1,
Winchester Rotary Charitable Fund,Winchester,MA,United States,"$15,000",1,
The Wellspring Foundation,Canton,MA,United States,"$14,750",3,
Knowlton Foundation for the Elderly Inc.,Gardner,MA,United States,"$14,750",2,
The Central National-Gottesman Foundation,Purchase,NY,United States,"$14,744",2,
Armenian Church Endowment Fund,New York City,NY,United States,"$14,616",1,
The Maurice and Anne Makepeace Family Foundation,Marion,MA,United States,"$14,500",6,
"Felicia M. Delorenzo Scholarship Foundation, Inc.",Boston,MA,United States,"$14,500",3,
Mary E. & Lucy S. Bell Trust,Providence,RI,United States,"$14,496",3,
Yong Ok Lee Hamrick Irrevocable Trust No. 2,Brooklyn,OH,United States,"$14,250",3,
Association for the Relief of Aged Women of New Bedford,New Bedford,MA,United States,"$14,086",1,
Kennedy Family Foundation,Needham,MA,United States,"$14,000",5,
The Elm Grove Foundation,Boston,MA,United States,"$14,000",5,
Future Now Foundation,Salt Lake City,UT,United States,"$14,000",3,
The Francis J. Quirico Educational Foundation,Pittsfield,MA,United States,"$14,000",2,
"Parkinson'S Foundation, Inc.",New York City,NY,United States,"$14,000",1,
Strong Foundation of New York,New York City,NY,United States,"$14,000",1,
F. Irving Hutchins Charitable Trust,Chicago,IL,United States,"$13,700",7,
Marten Family Foundation,Boston,MA,United States,"$13,550",8,
Running Deer Foundation,Boston,MA,United States,"$13,500",8,
Technology Council Foundation for Future Employees,Philadelphia,PA,United States,"$13,500",6,
Carla M. Bregman Charitable Foundation,Cambridge,MA,United States,"$13,500",5,
Verrochi Family Charitable Trust,Boston,MA,United States,"$13,500",4,
Richard & Ann J. Prouty Foundation,Providence,RI,United States,"$13,500",1,
Sanjay and Erzsebet Arora Foundation,Wilmington,DE,United States,"$13,450",2,
Northeast Charitable Trust,Boston,MA,United States,"$13,300",12,
The Boston Capital Foundation,Boston,MA,United States,"$13,180",7,
Charles G. Pringle Charitable Foundation,Providence,RI,United States,"$13,000",3,
Freedman Family Fund,Wilmington,DE,United States,"$13,000",3,
Korean American Buddhist Foundation Inc.,Alpine,NJ,United States,"$13,000",3,
The Kendall Family Foundation,Weston,CT,United States,"$13,000",2,
Dr Robert C and Tina Sohn Foundation,New York City,NY,United States,"$13,000",1,
Missouri Organizing and Voter Engagement Action,Kansas City,MO,United States,"$13,000",1,
2 Depot Square Ipswich Charitable Foundation,Ipswich,MA,United States,"$12,880",3,
Fallon Clinic Foundation,Worcester,MA,United States,"$12,859",1,
"Elia & Fannie Karas Foundation, Inc.",South Boston,MA,United States,"$12,800",6,
The Stare Fund,Boston,MA,United States,"$12,725",2,
The Taniguchi Deane Family Foundation,Cohasset,MA,United States,"$12,600",15,
The Lurie Family Foundation,Boston,MA,United States,"$12,500",4,
Egan Family Foundation,Westborough,MA,United States,"$12,500",3,
Fall River Women'S Union,Fall River,MA,United States,"$12,500",3,
Muriel & Norman B. Leventhal Family Foundation Inc.,Boston,MA,United States,"$12,500",3,
Pacific Life Foundation,Newport Beach,CA,United States,"$12,500",3,
"Richard, Ann, John & James Solomon Families Foundation",New York City,NY,United States,"$12,500",3,
The Gaut Charitable Foundation Trust,Boston,MA,United States,"$12,500",3,
Find Your Light Foundation,Los Angeles,CA,United States,"$12,500",2,
Florida Breast Cancer Coalition Research Foundation,North Miami,FL,United States,"$12,500",2,
Lorber Charitable Fund,Jericho,NY,United States,"$12,500",2,
"Mcintosh Foundation, Inc.",Kenilworth,IL,United States,"$12,500",2,
The Beker Foundation,New York City,NY,United States,"$12,500",2,
G. Roxy & Elizabeth C. Martin Charitable Trust,Orlando,FL,United States,"$12,500",1,
Resources Legacy Fund,Sacramento,CA,United States,"$12,500",1,
Attleboro Foundation Trust,Jacksonville,FL,United States,"$12,400",3,
Ross Stores Foundation,Dublin,CA,United States,"$12,400",3,
The Griffin-Cole Fund,New York City,NY,United States,"$12,400",3,
Phillips Family Foundation,Philadelphia,PA,United States,"$12,100",4,
Louise G. Pease Trust,Providence,RI,United States,"$12,053",7,
"The Apple Lane Foundation, Inc.",New York City,NY,United States,"$12,000",8,
"The Lucretia Philanthropic Foundation, Inc.",Woburn,MA,United States,"$12,000",6,
Esther Simon Charitable Trust,Chicago,IL,United States,"$12,000",5,
Hart Foundation,Worcester,MA,United States,"$12,000",4,
Whw Family Foundation,Wilmington,DE,United States,"$12,000",4,
Dorothy Pearce Charitable Trust,Salem,OR,United States,"$12,000",3,
"John C. & Bernice A. Rieg Charitable Foundation, Inc.",Hartford,CT,United States,"$12,000",3,
The Marshall L. and Deborah L. Berkman Family Charitable Trust,Cleveland,OH,United States,"$12,000",3,
"Sargent Family Foundation, Inc.",Boston,MA,United States,"$12,000",2,
The Bergman Foundation,Philadelphia,PA,United States,"$12,000",2,
The Mark S. Bradley Charitable Foundation,Boston,MA,United States,"$12,000",2,
Esther H. Hawks Trust,Boston,MA,United States,"$12,000",1,
"Richard Lounsbery Foundation, Inc.",Washington,DC,United States,"$12,000",1,
Robert L. and Kathrina H. Maclellan Foundation,Chattanooga,TN,United States,"$12,000",1,
The Kenneth A. Lester Family Foundation,Irvine,CA,United States,"$12,000",1,
The Livestrong Foundation,Austin,TX,United States,"$12,000",1,
The John and Gertrude Donovan Foundation,Westwood,MA,United States,"$11,918",5,
Massachusetts Charitable Mechanic Association,Quincy,MA,United States,"$11,829",1,
The Lorant Charitable Foundation,North Andover,MA,United States,"$11,810",2,
The Pnc Foundation,Pittsburgh,PA,United States,"$11,800",3,
Stowe Family Foundation,New York City,NY,United States,"$11,800",2,
"Gannett Foundation, Inc.",Mclean,VA,United States,"$11,775",3,
Howard A. and Martha R. Wolf Fund,Philadelphia,PA,United States,"$11,700",7,
Thrivent Charitable Impact & Investing™,Minneapolis,MN,United States,"$11,600",4,
Medical Research Charities,Salem,MA,United States,"$11,589",1,
Howard M. & Deborah S. Goodman Charitable Trust,Boston,MA,United States,"$11,500",7,
The Orchard Foundation,Charlestown,MA,United States,"$11,500",6,
Ladera Foundation,Boston,MA,United States,"$11,500",5,
The Holborn Foundation,New York City,NY,United States,"$11,500",3,
The Wetter Foundation,Scottsdale,AZ,United States,"$11,500",3,
The Katherine U. & Ronald W. Takvorian Charitable Foundation,Boston,MA,United States,"$11,402",7,
"Macpherson Fund, Inc.",Dover,MA,United States,"$11,333",7,
Draydor Foundation,Greensburg,PA,United States,"$11,250",7,
The Edward H. Benenson Foundation Inc.,New York City,NY,United States,"$11,250",4,
Perry and Madeline Garver Family Foundation Inc.,Brookline,MA,United States,"$11,000",9,
Enable Hope Foundation,Dartmouth,MA,United States,"$11,000",7,
The Carter Dalton Quinn Charitable Trust,Waltham,MA,United States,"$11,000",5,
"Hartnett Family Foundation, Inc.",Morristown,NJ,United States,"$11,000",4,
The Michael F. Mcmanus Foundation,Grosse Pointe Woods,MI,United States,"$11,000",4,
"Tom & Patty Doar Foundation, Inc.",New Richmond,WI,United States,"$11,000",4,
Charles S. & Carmen Demora Hale Foundation,Boston,MA,United States,"$11,000",3,
Finn Family Foundation,Stamford,CT,United States,"$11,000",3,
Gifford Family Foundation,Providence,RI,United States,"$11,000",3,
The Halfway Rock Foundation,Manchester-By-The-Sea,MA,United States,"$11,000",3,
The Vitale Family Foundation Inc.,Wilmington,DE,United States,"$11,000",3,
Fan Family Foundation,Brookline,MA,United States,"$11,000",2,
Mostyn Foundation Inc.,New York City,NY,United States,"$11,000",2,
Stearns Charitable Trust,Boston,MA,United States,"$11,000",2,
The Dallas Foundation,Dallas,TX,United States,"$11,000",2,
The Diomedes Foundation,Concord,MA,United States,"$11,000",2,
"The Miriam & Stanley Schwartz, Jr. Philanthropic Foundation",Columbus,OH,United States,"$11,000",2,
The Janet G. Elliott Trust,Beverly,MA,United States,"$11,000",1,
The Oakfield Foundation,Belmont,MA,United States,"$11,000",1,
Harvard Musical Association,Boston,MA,United States,"$10,950",2,
William Caspar Graustein Memorial Fund,Hamden,CT,United States,"$10,945",3,
"Con Alma Health Foundation, Inc.",Santa Fe,NM,United States,"$10,844",1,
United Way of Central and Northeastern Connecticut,Hartford,CT,United States,"$10,833",2,
Pat D'Arrigo Charitable Trust,Framingham,MA,United States,"$10,750",5,
Aegon Transamerica Foundation,Cedar Rapids,IA,United States,"$10,560",3,
"Communities Foundation of Texas, Inc.",Dallas,TX,United States,"$10,502",4,
"Bay State Savings Charitable Foundation, Inc.",Worcester,MA,United States,"$10,500",5,
Doug & Isabelle Crocker Fund,Leominster,MA,United States,"$10,500",5,
David Joyce Charitable Trust,Newton,MA,United States,"$10,500",4,
John Macnair Charitable Trust,Providence,RI,United States,"$10,500",3,
Nicholas & Christina Raho Foundation Inc.,Rye,NY,United States,"$10,500",3,
Prokopis Charitable Foundation,Boston,MA,United States,"$10,500",3,
Kazickas Family Foundation Inc.,New York City,NY,United States,"$10,500",2,
Robert L. Epstein Family Foundation,Boston,MA,United States,"$10,500",2,
The Roy F. Coppedge Iii Charitable Foundation,Gulf Stream,FL,United States,"$10,500",2,
White Family Charitable Foundation,Winnetka,IL,United States,"$10,500",2,
"South Shore Bank Charitable Foundation, Inc.",South Weymouth,MA,United States,"$10,500",1,
"Worcester County Food Bank, Inc.",Shrewsbury,MA,United States,"$10,500",1,
Mercury Wire Products Charitable Foundation,Spencer,MA,United States,"$10,350",3,
Omaha Community Foundation,Omaha,NE,United States,"$10,300",4,
"Cele H. and William B. Rubin Family Fund, Inc.",Wellesley Hills,MA,United States,"$10,300",2,
Motorola Solutions Foundation,Chicago,IL,United States,"$10,150",3,
Rosa C. & Henry A. Sauter Scholarship Fund,Pittsburgh,PA,United States,"$10,125",3,
James L. Bildner Charitable Trust,Manchester-By-The-Sea,MA,United States,"$10,100",2,
Belmont Savings Bank Foundation,Belmont,MA,United States,"$10,050",5,
Michael & Renee Minogue Foundation,Boston,MA,United States,"$10,050",2,
Birmingham Foundation,West Palm Beach,FL,United States,"$10,000",4,
"Carl Marks Foundation, Inc.",Wilmington,DE,United States,"$10,000",3,
Arthur & Linda Gelb Charitable Foundation,Belmont,MA,United States,"$10,000",2,
"Adco Foundation, Inc.",New York City,NY,United States,"$10,000",1,
"Alabama Power Foundation, Inc.",Birmingham,AL,United States,"$10,000",1,
Alaska Airlines Foundation,Anchorage,AK,United States,"$10,000",1,
Alfred & Constance Wolf Aviation Fund,Philadelphia,PA,United States,"$10,000",1,
"Alpern Family Foundation, Inc.",Jericho,NY,United States,"$10,000",1,
Anchor Point Foundation,Boulder,CO,United States,"$10,000",1,
"Apmpff, Inc.",Chicago,IL,United States,"$10,000",1,
Baton Rouge Area Foundation,Baton Rouge,LA,United States,"$10,000",1,
"Billy Rose Foundation, Inc.",Rockville Centre,NY,United States,"$10,000",1,
Blair J. Wilson Charitable Trust,Nashville,TN,United States,"$10,000",1,
Bob H. Johnson Family Foundation,Tulsa,OK,United States,"$10,000",1,
Jones/Lippincott Family Foundation,Philadelphia,PA,United States,"$10,000",6,
Robert W. Murray Charitable Foundation,Boston,MA,United States,"$10,000",5,
Charter Oak Foundation,West Simsbury,CT,United States,"$10,000",2,
Community Foundation of Greater Birmingham,Birmingham,AL,United States,"$10,000",2,
David & Carol Myers Foundation,Holland,MI,United States,"$10,000",2,
Eliot H. & June L. Tatelman Family Foundation,Boston,MA,United States,"$10,000",2,
Ellen Abbott Gilman Trust,Boston,MA,United States,"$10,000",2,
Fenwick Foundation,Pennington,NJ,United States,"$10,000",2,
"Finish Line Youth Foundation, Inc.",Indianapolis,IN,United States,"$10,000",2,
"Florence Savings Charitable Foundation, Inc.",Florence,MA,United States,"$10,000",2,
James C. & Norma I. Smith Foundation,Dallas,TX,United States,"$10,000",2,
Knights of Columbus Ma St Council Charity Fd,Norwood,MA,United States,"$10,000",2,
Mass Bankers Assoc Charitable Foundation,Boston,MA,United States,"$10,000",2,
"Mirowski Family Foundation, Inc.",Chestnut Hill,MA,United States,"$10,000",2,
"Moeller Foundation, Inc.",Sudbury,MA,United States,"$10,000",2,
Pearson Family Charitable Foundation,Boston,MA,United States,"$10,000",2,
Richard H. Brown Foundation,Belmont,MI,United States,"$10,000",2,
Carlson Family Foundation,Long Lake,MN,United States,"$10,000",1,
"Cecil B. Day Foundation, Inc.",Norcross,GA,United States,"$10,000",1,
Centreville Savings Bank Charitable Foundation,West Warwick,RI,United States,"$10,000",1,
Charles A. & Marna Davis Foundation,Key Largo,FL,United States,"$10,000",1,
Charles I. Branan Trust,Las Vegas,NV,United States,"$10,000",1,
Charter Charitable Foundation,Concord,NH,United States,"$10,000",1,
Cincinnati Business Committee,Cincinnati,OH,United States,"$10,000",1,
Community Foundation for Northern Virginia,Oakton,VA,United States,"$10,000",1,
"Cummings & Lockwood Foundation, Inc.",Stamford,CT,United States,"$10,000",1,
Curtis Martin Job Foundation,Dallas,TX,United States,"$10,000",1,
David A. Brandon Foundation,College Grove,TN,United States,"$10,000",1,
Davis Educational Foundation,Yarmouth,ME,United States,"$10,000",1,
Fairbanks Family Charitable Foundation,Williamstown,MA,United States,"$10,000",1,
"Finn Brooks Family Foundation, Inc.",Atlanta,GA,United States,"$10,000",1,
First Baptist Church of Phoenixfoundation % Arizona Community Fdn,Phoenix,AZ,United States,"$10,000",1,
Fleischner Family Charitable Foundation,Newtown Square,PA,United States,"$10,000",1,
Fletcher Family Charitable Foundation,Boston,MA,United States,"$10,000",1,
General Mills Foundation,Minneapolis,MN,United States,"$10,000",1,
Glma: Health Professionals Advancing Lgbtq Equality,Washington,DC,United States,"$10,000",1,
Grace K and Wesley S Alpert Charitable Foundation,Cranston,RI,United States,"$10,000",1,
Gratis Foundation,Mclean,VA,United States,"$10,000",1,
Graue Family Foundation,Dallas,TX,United States,"$10,000",1,
H. Van Ameringen Foundation,New York City,NY,United States,"$10,000",1,
Haley Family Foundation,Osterville,MA,United States,"$10,000",1,
