Funder Name,Funder EIN,Funder Financial Date,Funder Financial Assets,Funder Financial Expenditures,Funder Financial Total Giving,Funder Financial Grant Amount,Funder Telephone,Funder Email,Funder Website,Funder Address
"Salem Five Charitable Foundation, Inc.",43342405,2019,"$11,274,746 ","$502,509 ","$465,030 ",N/A,9787455555, karen.lamesa@salemfive.com,N/A,"210 Essex St.
Salem, MA, United States 01970-3705"
The Albright Foundation,46837174,2020,"$2,982,345 ","$116,982 ","$103,195 ",N/A,6175661105,N/A,N/A,"282 D Newton Street
Brookline, MA, United States 02445"
The Tyler Family Foundation,454710097,2019,"$13,935 ","$31,074 ","$30,000 ",N/A,6175236531,N/A,N/A,"Lwc 230 Congress St 12fl
Boston, MA, United States 02110"
Brady Corporation Foundation Inc.,203304824,2018,"$5,988,021 ","$771,860 ","$756,563 ",N/A,(414) 358-6600, foundation@bradycorp.com,N/A,"6555 W. Good Hope Rd.
Milwaukee, WI, United States 53223-4634"
David Greenewalt Charitable Trust,46145922,2019,"$2,295,768 ","$109,036 ","$64,500 ",N/A,6179517000,N/A,N/A,"800 Boylston St., 36th Fl.
Boston, MA, United States 02199-3600"
"O'Connell Family Foundation, Inc.",133745912,2019,"$70,230 ","$398,296 ","$396,961 ",N/A,2123511654,N/A,N/A,"16 Rock Ridge Ave.
Greenwich, CT, United States 06831-4401"
"Kanter Kallman Foundation, Inc.",136206770,2019,"$1,515,873 ","$125,971 ","$77,481 ",N/A,3039091207,N/A,N/A,"4717 Viente Del Norte
Santa Fe, NM, United States 87507"
"The Eganwood Family Foundation, Inc.",261164937,2019,"$1,340,352 ","$73,731 ","$66,000 ",N/A,2159720701,N/A,N/A,"1650 Market Street No 4500
Philadelphia, PA, United States 191037341"
Anthony/Maymudes Family Foundation,912014698,2019,"$1,818,175 ","$85,137 ","$83,700 ",N/A,2063220278,N/A,N/A,"735 18th Avenue E
Seattle, WA, United States 98112"
Flagship Foundation,311534898,2018,"$1,532,161 ","$79,443 ","$68,000 ",N/A,(419) 249-7136,N/A,N/A,"Four Seagate Eighth Floor
Toledo, OH, United States 43604"
Mark S. and Donna Leventhal Family Foundation Inc.,43250513,2019,"$8,634,387 ","$58,742 ",$0 ,N/A,6177638200,N/A,N/A,"C/O Tridon Po Box 470857
Brookline, MA, United States 02447"
"The DTS Charitable Foundation, Inc.",42994523,2019,"$815,446 ","$153,533 ","$153,500 ",N/A,7818905211,N/A,N/A,"1484 Main Street
Waltham, MA, United States 02451"
The George W. Bauer Family Foundation,226069622,2020,"$21,263,244 ","$1,126,034 ","$862,600 ",N/A,9083244107,N/A,N/A,"663 Raritan Road
Cranford, NJ, United States 07016"
Cornell Family Foundation,367533384,2020,"$468,332 ","$117,420 ","$106,500 ",N/A,2129276844,N/A,N/A,"116 Pinehurst Avenue
New York City, NY, United States 10033"
Joseph & Irene Skalny Charitable Trust,263876922,2019,"$6,012,698 ","$313,256 ","$245,000 ",N/A,3108886247,N/A,N/A,"400 Park Avenue
New York City, NY, United States 10022"
Shirley Shattuck Windsor Charitable Trust,46851595,2020,"$7,693,400 ","$348,998 ","$291,500 ",N/A,6175236531,N/A,N/A,"Lwc 230 Congress Street 12fl
Boston, MA, United States 02110"
Unfi Foundation,455023490,2020,"$439,539 ","$810,049 ","$714,496 ",N/A,4015288634,N/A,http://www.unfifoundation.org,"313 Iron Horse Way
Providence, RI, United States 02908"
ADP Foundation,222222589,2019,"$19,002,018 ","$12,121,397 ","$11,712,824 ","$11,697,824 ",9739743017,N/A,N/A,"1 ADP Blvd., MS 433
Roseland, NJ, United States 07068-1728"
Amy and Chip Pearson Family Foundation,475277448,2020,"$5,870,161 ","$524,626 ","$494,500 ",N/A,6513386888,N/A,N/A,"370 WABASHA AVE NORTH
Saint Paul, MN, United States 55102"
Chip Miller Charitable Foundation,200908480,2019,"$333,405 ","$99,098 ","$72,500 ","$72,500 ",7172433201,N/A,N/A,"1000 Bryn Mawr Road
Carlisle, PA, United States 17013"
Clayton Baker Trust,526054237,2019,"$39,856,360 ","$2,159,978 ","$1,819,760 ",N/A,4108373555,N/A,N/A,"1600 W 41st Street Suite 700
Baltimore, MD, United States 21211"
Curvey Family Foundation,43526188,2019,"$3,744,123 ","$224,496 ","$135,750 ",N/A,6173382839,N/A,N/A,"82 Devonshire St., Ste. S9A
Boston, MA, United States 02109-3605"
Fanny B. Reed Trust,46092559,2020,"$1,871,858 ","$76,851 ","$57,000 ",N/A,6177227626,N/A,N/A,"Bny Mellon Na - Po Box 185
Pittsburgh, PA, United States 152300185"
Fieldstone 1793 Foundation,207138983,2019,"$576,441 ","$52,931 ","$50,000 ",N/A,6108286331,N/A,N/A,"2250 Hickory Road No 450
Plymouth Meeting, PA, United States 19462"
Harman Family Foundation,550855839,2019,"$6,857,634 ","$1,070,927 ","$998,500 ",N/A,6506143700,N/A,N/A,"525 University Avenue Ste 1300
Palo Alto, CA, United States 94301"
Harold T. N. Smith Memorial Foundation,46049997,2020,"$1,675,528 ","$98,958 ","$77,200 ",N/A,9787441760,N/A,N/A,"256 Essex Street
Salem, MA, United States 01970"
Interactive Intelligence Foundation Corp.,274265697,2016,"$112,578 ","$375,558 ","$275,095 ",N/A,(317) 872-3000, info@inin.com,N/A,"7601 Interactive Way
Indianapolis, IN, United States 46278-2727"
MAZON: A Jewish Response to Hunger,222624532,2020,"$7,455,807 ","$6,769,483 ","$2,595,208 ","$2,367,208 ",(310) 442-0020, hello@mazon.org,https://www.mazon.org/,"10850 Wilshire Blvd., Ste. 400
Los Angeles, CA, United States 90024-4316"
Meehan Foundation,137099577,2019,"$10,329,177 ","$684,383 ","$505,250 ",N/A,2124225800,N/A,N/A,"39 Broadway, 36th Fl.
New York City, NY, United States 10006-3003"
Movement Strategy Center,201037643,2020,"$30,203,495 ","$21,165,397 ","$2,697,988 ","$2,697,988 ",5104440640, comms@movementstrategy.org,http://movementstrategy.org,"436 14th St No 425
Oakland, CA, United States 94612"
Pga Tour,520999206,2018,"$2,934,026,162 ","$1,345,545,081 ","$42,745,978 ","$41,168,713 ",9042853700,N/A,http://together.pgatour.com,"100 Pga Tour Blvd
Ponte Vedra, FL, United States 32082-3046"
Sit Investment Associates Foundation,411468021,2019,"$45,299,009 ","$2,234,454 ","$2,175,900 ",N/A,6123323223,N/A,N/A,"3300 Ids Center, 80 South 8th Street
Minneapolis, MN, United States 55402"
The Adjuvant Foundation,363866528,2019,"$24,999,190 ","$1,318,873 ","$975,000 ",N/A,3126210590,N/A,N/A,"191 N. Wacker Drive
Chicago, IL, United States 60606-1899"
The Aspen Institute,840399006,2019,"$349,619,834 ","$145,905,329 ","$6,957,109 ","$5,723,762 ",2027365800,N/A,https://www.aspeninstitute.org,"2300 N Street
Washington, DC, United States 20037"
"The Catherine H. and John H. Crawford, III Family Foundation, Inc.",261400615,2019,"$5,210,753 ","$139,590 ","$136,700 ",N/A,4042662237,N/A,N/A,"2611 Peachtree Rd Ne
Atlanta, GA, United States 30305"
"The Millstream Fund, Inc.",521472819,2019,"$13,271,365 ","$1,316,210 ","$1,183,000 ",N/A,3012726000,N/A,N/A,"4600 EAST-WEST HIGHWAY Suite 900
Bethesda, MD, United States 208143423"
Amy Falls and Hartley Rogers Foundation,203997010,2019,"$22,455,290 ","$4,940,235 ","$4,863,988 ",N/A,5166710313,N/A,N/A,"159 Factory Pond Road
Locust Valley, NY, United States 11560"
Associated Jewish Charities of Baltimore,526024192,2020,"$334,207,401 ","$37,686,774 ","$31,958,719 ","$31,958,719 ",4107274828, msmolarz@associated.org,http://www.associated.org,"101 West Mount Royal Avenue
Baltimore, MD, United States 21201"
"F. M. Kirby Foundation, Inc.",516017929,2019,"$333,033,691 ","$15,819,426 ","$13,194,500 ",N/A,(973) 538-4800,N/A,http://fmkirbyfoundation.org,"17 Dbhart Street
Morristown, NJ, United States 07963-0151"
Gilson Family Foundation Inc.,274379483,2020,"$11,456,663 ","$550,591 ","$517,200 ",N/A,8025986508,N/A,N/A,"8 Cliff Street
Marblehead, MA, United States 01945"
Healey Family Foundation,133531967,2019,"$34,760,760 ","$2,521,432 ","$2,032,184 ",N/A,2124400800,N/A,N/A,"310 South St 3rd Fl
Morristown, NJ, United States 07960"
"Hoffberger Foundation, Inc.",520794249,2019,"$22,495,394 ","$1,150,704 ","$856,240 ",N/A,4105583830, info@hoffberger.org,http://www.hoffberger.org,"4851 Holabird Avenue
Baltimore, MD, United States 21224"
"Horace A. Moses Foundation, Inc.",42109862,2020,"$3,469,340 ","$234,203 ","$185,500 ","$185,500 ",6173381700,N/A,N/A,"75 Arlington Street No Fl 3
Boston, MA, United States 021163936"
Institute for Healthcare Improvement,383017223,2020,"$117,532,228 ","$56,558,236 ","$935,038 ","$764,474 ",6173014800, info@ihi.org,http://www.ihi.org/,"53 State Street 19th Fl
Boston, MA, United States 02109"
J.M. Kaplan Fund,136090286,2019,"$138,478,766 ","$11,637,929 ","$6,260,692 ",N/A,2127670630, info@jmkfund.org,http://www.jmkfund.org,"71 West 23rd Street 9th Floor
New York City, NY, United States 10010"
James Lee and Annanette Harper Family Foundation,742861135,2020,"$641,739 ","$37,493 ","$30,000 ",N/A,5083447408,N/A,N/A,"8214 Westchester Drive No 950
Dallas, TX, United States 75225"
Jewish Federation of Cincinnati,310537174,2019,"$123,718,515 ","$21,888,931 ","$14,060,588 ","$12,374,100 ",5139851500, info@jfedcin.org,http://www.jewishcincinnati.org,"8499 Ridge Road
Cincinnati, OH, United States 45236"
Margulf Foundation,132927245,2019,"$238,404,307 ","$6,916,826 ","$5,436,500 ",N/A,7206427258,N/A,N/A,"370 17th Street Suite 5110
Denver, CO, United States 80202"
Martha and Spencer Love Foundation,566040789,2019,"$2,444,679 ","$152,462 ","$123,500 ",N/A,8004000439,N/A,N/A,"Po Box 3636
Grand Rapids, MI, United States 495013636"
Mary D. Whitney Trust,46092890,2020,"$828,358 ","$56,771 ","$40,000 ",N/A,6177227626,N/A,N/A,"Bny Mellon Na - Po Box 185
Pittsburgh, PA, United States 152300185"
Mary Kay Foundation,752653742,2016,"$12,510,040 ","$5,029,641 ","$4,884,834 ","$4,884,834 ",(972) 687-6300, mkcares@marykayfoundation.org,http://www.mkacf.org,"PO Box 799044
Dallas, TX, United States 753799044"
"Melza M. and Frank Theodore Barr Foundation, Inc.",200301511,2020,$0 ,"$7,491,985 ","$7,490,000 ",N/A,7139732015,N/A,N/A,"952 Echo Ln
Houston, TX, United States 77024"
Milton A & Charlotte R Kramer Foundation,341467089,2018,"$5,368,099 ","$632,094 ","$577,650 ",N/A,(216) 621-1180,N/A,N/A,"1801 East Ninth Street No 920
Cleveland, OH, United States 44114"
Robert A. Day Foundation,205171559,2019,"$43,216,122 ","$5,489,479 ","$5,293,000 ",N/A,2138916300,N/A,N/A,"865 S. Figueroa St., No. 700
Los Angeles, CA, United States 90017-2543"
Sandra & Arnold Gold Humanism Research Fund Inc,824331925,2019,"$126,933 ","$40,860 ","$30,000 ","$30,000 ",2015674930,N/A,N/A,"260 Lincoln Street
Englewood, NJ, United States 07631"
"Sarita Kenedy East Foundation, Inc.",136116447,2019,"$20,869,859 ","$1,374,817 ","$990,000 ",N/A,9143951830,N/A,N/A,"19 Mountain Ave.
Mount Kisco, NY, United States 10549-1321"
Teach Foundation,452542245,2019,"$71,799 ","$500,265 ","$402,686 ",N/A,8439170026,N/A,http://www.teachfoundation.org,"214 NORTH 5TH STREET
Hartsville, SC, United States 29550"
"The Allen Family Foundation, Inc.",136083684,2020,"$17,760,168 ","$1,250,591 ","$1,133,650 ",N/A,2123158300,N/A,N/A,"c/o Keswick Mgt 99 Park Ave
New York City, NY, United States 10016"
The Bauman Foundation,133119290,2020,"$40,454,655 ","$8,575,762 ","$6,779,000 ",N/A,2023282040, baumanfoundation@baumanfoundation.org,http://www.baumanfoundation.org,"2040 S St. N.W.
Washington, DC, United States 20009-1110"
The CarEth Foundation Inc.,42433914,2019,"$3,089,296 ","$146,699 ","$110,000 ",N/A,4258449050,N/A,http://careth.org,"20215 320th Ave Ne
Duvall, WA, United States 98019"
"The Conference on Jewish Material Claims Against Germany, Inc.",131677841,2018,"$629,435,310 ","$904,096,903 ","$850,374,579 ","$262,962,548 ",2126964944, info@claimscon.org,http://www.claimscon.org/,"1359 BROADWAY Suite 2000
New York City, NY, United States 10018"
The D & P Foundation Inc,473521905,2019,"$4,222,220 ","$230,409 ","$196,500 ",N/A,4072951950,N/A,N/A,"9714 Green Island Cove
Windermere, FL, United States 34786"
The Duke of Omnium Fund,133740798,2019,"$1,747,429 ","$337,953 ","$314,200 ",N/A,2125584000,N/A,N/A,"Sullivan & Cornwell LLP, 125 Board St.
New York City, NY, United States 10004-2498"
The Harbus Foundation,43386445,2019,"$1,330,331 ","$64,251 ","$60,000 ","$60,000 ",6174956528,N/A,http://www.harbusfoundation.org,"24 HARVARD WAY GALLATIN HALL
Boston, MA, United States 02163"
THE JACOB AND HILDA BLAUSTEIN FOUNDATION INC,526038382,2019,"$136,193,965 ","$9,606,662 ","$8,253,675 ",N/A,4103477201, info@blaufund.org,http://www.blaufundg/foundations/...,"One South Street No 2950
Baltimore, MD, United States 21202"
The KBK Foundation,841186316,2019,"$930,776 ","$833,321 ","$825,000 ",N/A,3034732700,N/A,N/A,"555 17th St No 3200
Denver, CO, United States 80202"
The Leo M. Shortino Family Foundation,680237238,2019,"$56,786,927 ","$4,133,842 ","$3,093,346 ",N/A,4082756306, ecurran@leomshortino.org,http://www.shortino.org,"1760 The Alameda, Ste. 200
San Jose, CA, United States 95126-1728"
The Morris and Gwendolyn Cafritz Foundation,526036989,2020,"$676,080,055 ","$71,169,519 ","$23,527,298 ",N/A,2022233100, info@cafritzfoundation.org,http://www.cafritzfoundation.org,"1825 K Street, NW
Washington, DC, United States 20006"
The Staten Island Foundation,133993115,2020,"$76,149,180 ","$4,378,748 ","$3,229,079 ",N/A,7186972832, dubovsky@thestatenislandfoundation.org,http://www.thestatenislandfoundation.org,"260 Christopher Lane No 3b
Staten Island, NY, United States 10314"
Wallace Genetic Foundation II Inc,814236372,2020,"$94,078,586 ","$5,160,736 ","$4,500,000 ",N/A,2029662932,N/A,N/A,"4910 Massachusetts Ave Nw
Washington, DC, United States 20016"
Warsh-Mott Legacy,680049658,2018,"$29,718,246 ","$2,651,364 ","$2,015,000 ",N/A,7078742942, inquiries@csfund.org,http://www.csfund.org,"469 Bohemian Hwy.
Freestone, CA, United States 95472-9579"
Yoga Science Foundation,680428445,2019,"$950,762 ","$432,507 ","$335,000 ",N/A,5414822362,N/A,http://www.yogasciencefoundation.org,"434 Morton Street
Ashland, OR, United States 97520"
Maine Health Access Foundation,10535144,2019,"$125,760,656 ","$7,197,283 ","$4,138,790 ",N/A,2076208266, Cluce@mehaf.org,http://www.mehaf.org,"150 Capitol Street
Augusta, ME, United States 04330"
The Ludes Family Foundation,43448695,2019,"$2,361,181 ","$136,766 ","$104,200 ",N/A,5087481665,N/A,N/A,"PO Box 417
Marion, MA, United States 02738"
"Land Trust Alliance, Inc.",42751357,2019,"$22,365,926 ","$15,310,533 ","$3,778,164 ","$3,778,164 ",2028002235, rwentworth@lta.org,http://www.landtrustalliance.org/,"1250 H St NW
Washington, DC, United States 20005"
The Kelly and Michael Tzannes Foundation,43542187,2020,"$101,962 ","$26,100 ","$25,150 ",N/A,7818615299,N/A,N/A,"11 Carley Road
Lexington, MA, United States 02421"
Goodman-Lipman Family Foundation Inc.,134052449,2019,"$17,280,399 ","$1,820,635 ","$1,766,107 ",N/A,9148339100,N/A,N/A,"Co Deer Management 1865 Palmer Av
Larchmont, NY, United States 10538"
3M Foundation,416038262,2019,"$14,130,445 ","$13,771,543 ","$13,001,686 ",N/A,6517373610,N/A,http://www.3m.com/3m/en_us/gives-us/,"3M Ctr., Bldg., 225-01-S-23
Saint Paul, MN, United States 55144-1000"
Springwell Inc.,42616064,2020,"$21,002,244 ","$47,991,934 ","$37,375,014 ","$84,232 ",6179264100, rbr@springwell.com,http://www.springwell.com,"307 Waverley Oaks Road, Suite 205
Waltham, MA, United States 2452"
Sullivan Family Foundation,201294722,2018,"$654,120 ","$202,569 ","$195,385 ",N/A,4049431024,N/A,N/A,"5287 N. Powers Ferry Rd.
Atlanta, GA, United States 30327"
Richard and Bette Saltzman Foundation,522361828,2020,"$2,716,435 ","$384,330 ","$371,573 ",N/A,2127694488,N/A,N/A,"262 Central Park West Apt 9a
New York City, NY, United States 10024"
Community Foundation of Northern Colorado,840699243,2020,"$129,643,309 ","$11,335,717 ","$8,569,532 ","$8,569,532 ",9702243462, info@nocofoundation.org,http://www.nocofoundation.org,"4745 Wheaton Dr.
Fort Collins, CO, United States 80525"
Emerson Charitable Trust,526200123,2018,"$7,454,523 ","$26,269,647 ","$25,804,927 ",N/A,3126306000,N/A,http://www.emerson.com/en-us/about-u...,"8000 W. Florissant Ave.
St. Louis, MO, United States 63136-8506"
"Giarla, Michelson & Carr Charitable Foundation",10656784,2020,"$1,206,985 ","$66,093 ","$66,010 ",N/A,9192709458,N/A,N/A,"4324 Trenton Rd
Chapel Hill, NC, United States 27517"
The Christopher Catanese Children's Foundation,203882991,2019,"$1,069,581 ","$164,429 ","$141,745 ",N/A,5087821165,N/A,http://www.chrisfoundation.org,"38 Brookfield Rd
Dover, MA, United States 02030"
"Johnson & Johnson Family of Companies Contribution Fund., Inc.",226062811,2019,"$73,546,933 ","$54,807,230 ","$54,766,501 ",N/A,7325246218,N/A,https://www.jnj.com/caring,"One Johnson & Johnson Plaza
New Brunswick, NJ, United States 08933"
Greenroots,812718273,2020,"$2,839,985 ","$1,235,474 ","$258,329 ",N/A,6174663076,N/A,http://www.greenrootschelsea.org,"227 Marginal Street
Chelsea, MA, United States 02150"
Sunflower Foundation,952644098,2019,"$1,880,665 ","$122,696 ","$31,000 ",N/A,8055631049,N/A,N/A,"C/O Post Office Box 22557
Santa Barbara, CA, United States 93121"
The Palmedo Family Foundation Inc.,263934465,2018,"$2,036,675 ","$112,075 ","$110,000 ",N/A,(208) 726-2327,N/A,N/A,"P.O. Box 2211
Ketchum, ID, United States 83340-2211"
Albert Shapiro Fund Inc.,521300277,2020,"$9,207,784 ","$434,989 ","$395,000 ",N/A,6174950020,N/A,N/A,"975 Memorial Dr., Apt. 804
Cambridge, MA, United States 02138-5755"
J. F Maddox Foundation,756023767,2019,"$267,457,633 ","$17,188,115 ","$10,032,088 ",N/A,5753936338, hmojica@jfmaddox.org,http://www.jfmaddox.org,"P.O. Box 2588
Hobbs, NM, United States 88241-2588"
Tauck Romano Innovative Philanthropy Inc.,260849610,2019,"$5,139,354 ","$189,544 ","$104,172 ",N/A,8008391754,N/A,N/A,"Foundation Source 501 Silverside Rd
Wilmington, DE, United States 198091377"
The Ruane Family Foundation Formerly Known As Ccj Foundation,461612574,2019,"$63,452,392 ","$3,890,195 ","$3,692,226 ",N/A,5612932914,N/A,N/A,"11941 Turtle Beach Rd
North Palm Beach, FL, United States 33408"
The Sexton Family Foundation,137106277,2019,"$12,503,894 ","$596,145 ","$568,500 ",N/A,N/A,N/A,N/A,"410 Coconut Palm Road
Vero Beach, FL, United States 32963"
Wendell Family Foundation,943374830,2019,"$3,387,443 ","$418,176 ","$416,018 ",N/A,6508541000,N/A,N/A,"1400 Fashion Blvd No 1010
San Mateo, CA, United States 94404"
The California Endowment,954523232,2020,"$3,446,801,045 ","$203,337,541 ","$159,485,520 ",N/A,2139288800, questions@calendow.org,http://www.calendow.org,"1000 N Alameda Street
Los Angeles, CA, United States 90012"
Frances R. Dewing Foundation,46114839,2020,"$3,184,351 ","$151,265 ","$121,243 ",N/A,6175231635, manager@dewingfoundation.org,http://dewingfoundation.org/,"45 School St 5th Floor
Boston, MA, United States 021083204"
The Kalan Foundation,546588338,2020,"$1,462,485 ","$105,134 ","$83,200 ",N/A,6106424295,N/A,N/A,"1434 Soapstone Road
Gladwyne, PA, United States 19035"
Catherine McCarthy Memorial Trust Fund,222549008,2020,"$4,490,811 ","$231,553 ","$135,802 ",N/A,8888663275,N/A,N/A,"P.O. Box 1802
Providence, RI, United States 02901-1802"
Macy's Foundation,311427325,,N/A,N/A,N/A,N/A,5135797069,N/A,N/A,"7 West Seventh Street
Cincinnati, OH, United States 45202"
"NLT Foundation, Inc.",43361704,2018,"$4,026,582 ","$239,244 ","$198,479 ",N/A,(513) 351-1848, singmire@ignitephilanthropy.com,N/A,"308 East 8th Street 4th Floor
Cincinnati, OH, United States 45202"
"The Homestead Foundation, Inc.",320262061,2019,"$8,273,237 ","$379,480 ","$290,000 ",N/A,4045664273,N/A,N/A,"685 Linwood Ave Suite 100a
Atlanta, GA, United States 30306"
Blakeley Foundation,261633993,2020,"$1,122,786 ","$86,400 ","$72,000 ",N/A,6176332253,N/A,N/A,"168 Beacon Street No 2
Boston, MA, United States 02116"
National Forest Foundation,521786332,2020,"$33,835,571 ","$20,665,162 ","$6,890,040 ","$6,890,040 ",4065422805, bpossiel@nationalforests.org,http://www.nationalforests.org/,"27 Fort Missoula Rd, Suite 3
Missoula, MT, United States 59804"
